Company/Brand,HeadQuarter,Sector,What it does,Investor,Amount($),Stage,Year
Krimanshi,Jodhpur,Biotechnology company,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,"Rajasthan Venture Capital Fund, AIM Smart City",600000.0,Seed,2020
Instoried,Bengaluru,AI startup,Instoried is an augmented writing platform which improves customer interest and engagement.,"Venture Catalysts, SOSV",1000000.0,Pre-series A,2020
PlayerzPot,Mumbai,Gaming startup,"Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes",Undisclosed,3000000.0,Series A,2020
Instamojo,Bengaluru,FinTech,"Instamojo is an on-demand payments platform that enables entrepreneurs to build, manage, and grow their business online.","BASE, Gunosy Capital",3000000.0,Seed,2020
Turtlemint,Mumbai,HealthTech,Turtlemint has built Indian personalized insurance platform,"Nexus Venture Partners, Dream Incubator",30000000.0,Seed,2020
Arata,Delhi,E-commerce,Arata is an e-commerce site for beauty products and cosmetics.,DSG Consumer Partners,1000000.0,Pre-series A,2020
Gully Network,Bengaluru,E-commerce,Gully Network is a tech-enabled network of mid-sized grocery stores.,"CP Ventures, Orios Venture Partners",1200000.0,Pre-series A,2020
MPL,Bengaluru,Gaming startup,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Pegasus Tech Ventures, Base Partners",5000000.0,Seed,2020
Thrive,Mumbai,FoodTech,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.","Whiteboard Capital, Ahimsa Capital",3000000.0,Pre-series A,2020
Kitchens Centre,Delhi,Proptech,Kitchens Centre offers turnkey solutions to cloud kitchens.,"Jonathan Swanson, Ankush Gera",3000000.0,Pre-series A,2020
Prescribe,Chennai,HealthTech,Provide online services to patients by leveraging WhatsApp.,Titan Capital,100000.0,Seed,2020
Nepra,Ahmedabad,CleanTech,NEPRA Resource Management provides waste management solutions in India.,"Asha Impact, Aavishkaar Venture Capital",18000000.0,Series C,2020
inFeedo,Gurugram,SaaS startup,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.","Peyush Bansal, Ritesh Malik",3200000.0,Seed,2020
Shilpa Sciences,Bengaluru,HealthTech,Shilps Sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications.,AngelList India,3000000.0,Pre-series A,2020
Arzooo,Bengaluru,Tech Startup,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product","3Lines, Jabbar Internet Group",3000000.0,Seed,2020
MindTickle,Pune,SaaS platform,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,"Canaan Partners, NewView Capital",100000000.0,Debt,2020
Krimanshi,Jodhpur,Biotechnology company,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,"Rajasthan Venture Capital Fund, AIM Smart City",600000.0,Seed,2020
Slice,Bengaluru,FinTech,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,"Better Capital, Gunosy",5000000.0,Debt,2020
Rapawalk,Bengaluru,E-commerce,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,"Sanjay Ramakrishnan, Ravi Garikipati",300000.0,Seed,2020
Oga Fit's,Bengaluru,Fitness startup,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,9Unicorns,3000000.0,Pre-series A,2020
True Balance,Gurugram,FinTech,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"IBK Capital, SB Partners",28000000.0,Seed,2020
TurboHire,Hyderabad,Recruitment startup,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,"Kia Ora Ventures, Pentathlon Ventures",1000000.0,Seed,2020
Traya,Mumbai,HealthTech,work with our customers closely to get their hair health sorted for long-term effective results,"Kae Capital, Whiteboard Capital",3000000.0,Seed,2020
Charcoal Eats,Mumbai,QSR startup,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.",Lokmat Investments,2000000.0,Seed,2020
Jumbotail,Bengaluru,Retail,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,"Nexus Venture Partners, Capria Ventures",11000000.0,Series B2,2020
Nykaa,Mumbai,E-commerce,Nykaa is an online marketplace for different beauty and wellness products.,"Katrina Kaif, Steadview Capital",3000000.0,Seed,2020
TagZ Foods,Bengaluru,Food,TagZ Foods is a supplier of snacks and food products.,"Exfinity Venture Partners, Shesh Kondi",3000000.0,Seed,2020
Genius Teacher,Mumbai,EdTech,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students","Sandeep Tandon, Daniel Lapus",2000000.0,Seed,2020
Krimanshi Feeds,Jodhpur,Nutrition sector,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,"Rajasthan Venture Capital Fund, AIM Smart City",500000.0,Seed,2020
Origo,Gurugram,AgriTech,Provider of marketing and warehousing services for agricultural commodities.,Northern Arc Capital,4000000.0,Debt,2020
GetVantage,Mumbai,FinTech,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,"Samyakth Capital, Venture Catalysts",5000000.0,Seed,2020
Betterplace,Bengaluru,Tech platform,Developer of a digital verification platform designed to manage the semi-formal workforce.,Jungle Ventures,10000000.0,Series B,2020
Biddano,Mumbai,Healthcare,India's 1st tech-enabled healthcare logistics platform.,Windrose Capital,600000.0,Pre-series A,2020
InVideo,Mumbai,Video,InVideo enables you to transform your content into great videos.,"Base Partners, Sequoia Capital India",15000000.0,Series A,2020
Arzooo,Bengaluru,Retail Tech,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales","3Lines, Jabbar Internet Group",7500000.0,Series A,2020
Hubilo,San Francisco,Tech company,World’s smartest virtual event platform that brings Experience & Intelligence together,"Nishant Rao, Jonathan Boutelle",4500000.0,Seed,2020
FreshtoHome,Bengaluru,E-commerce,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,"Ascent Capital, Iron Pillar",16000000.0,Seed,2020
BASIC Home Loan,Gurugram,FinTech,"A platform for automating home loans for middle and low-income households in India,",Picus Capital,5000000.0,Seed,2020
SUGAR cosmetics,Mumbai,Cosmetics,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,"A91 Partners, RB Investments Pte. Ltd",2000000.0,Debt,2020
Signzy,Bengaluru,FinTech,It is creating 'building blocks for a Digital Trust system.,"GenNext Ventures, Contrarian Drishti Partners",5400000.0,Seed,2020
Ahaguru,Chennai,EdTech,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.",Anand Mahindra,3000000.0,Series A,2020
Tekion,San Ramon,AI startup,It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,"Alliance Ventures, Storm Ventures",150000000.0,Series C,2020
Brighteye Ventures,Paris,EdTech,Education technology venture capital firm.,Tandem,5400000.0,Seed,2020
EzeRx,Kolkata,Medtech,Developer and manufacturer of medical devices,"Indian Oil Corporation, Krishna Chakravarty",200000.0,Seed,2020
VitalTech,Plano,HeathTech,"VitalTech is a develop technologies that empower patients to better care for their safety,",Tech Mahindra,3000000.0,Seed,2020
Genius Teacher,Mumbai,EdTech,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students","Whiteboard Capital, VKG Ventures LLP.",2000000.0,Seed,2020
Ultraviolette Automotive,Bengaluru,Automobiles,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,TVS Motor Company,4000000.0,Series B,2020
Tring,Mumbai,Social Media,"Tring is a celebrity engagement platform, for all occasions including birthday, anniversaries, get well soon messages.","Sujeet Kumar, Hemesh Singh",3000000.0,Seed,2020
Rare Planet,Kolkata,Retail startup,Rare Planet sells handicrafts made by local artisans.,Venture Catalysts,400000.0,Pre-series A,2020
GoodGamer,Bengaluru,Gaming,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,Undisclosed,2500000.0,Seed,2020
Ketos,San Francisco,AI startup,KETOS provides hardware and software analytics solutions and real-time data for usage and flow across water systems.,"Citi Ventures, Illuminated Funds Group",18000000.0,Seed,2020
NIRA,Bengaluru,FinTech,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.","Techstars Bangalore Accelerator, Techstars",1000000.0,Seed,2020
Snackible,Mumbai,Healthcare,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,"Mumbai Angels, Murali Nair",3000000.0,Bridge,2020
mCaffeine,Mumbai,Cosmetics,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","RPSG Ventures, Amicus Capital",5000000.0,Series B,2020
Mitron TV,Bengaluru,Video platform,Mitron is a free short videoplatform for next generation,9Unicorns,3000000.0,Seed,2020
Svami,Mumbai,Food & Bevarages,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,"Niren Shah, Rukam Capital Trust",800000.0,Seed,2020
Dhurnia,Dhingsara,EdTech,Developer of an online learning platform intended for various competitive exam preparations.,"Chandigarh Angels Network, Modulor Capital",100000.0,Seed,2020
Expertrons,Mumbai,EdTech,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,"Rohit Chanana, Sukanta Ganguly",3000000.0,Seed,2020
Leena AI,New York,AI startup,Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,"Alan Patricof, Jim Moffatt",8000000.0,Seed,2020
Bizlog,Bengaluru,Logistics,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,IAN Fund,1000000.0,Seed,2020
Tamasha.live,Mumbai,Gaming,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.","9Unicorns, Titan Capital, FirstCheque",300000.0,Seed,2020
Fedo,Bengaluru,AI startup,Artificial Intelligence based Credit Score for Health,AIM Smart City,1000000.0,Seed,2020
FabHotels,Gurugram,Hospitality,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,"RB Investments Pte. Ltd, Goldman Sachs",1000000.0,Seed,2020
Freshokartz,Jaipur,AgriTech,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides","Rajasthan Venture Capital Fund, Innovana Thinklabs",1000000.0,Pre-series A,2020
FlexiLoans,Mumbai,FinTech,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",>Vikram Sud,6000000.0,Debt,2020
Agrix,Patna,AgriTech,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.",Maple Capital Advisors,3000000.0,Seed,2020
Pocket FM,Bengaluru,FM,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,"Times Group, Lightspeed",5000000.0,Series A,2020
BharatAgri,Pune,AgriTech,A Smart Farming Technology Platform for Indian Farmers,"021 Capital, India Quotient",3000000.0,Pre-series A,2020
Credable,Mumbai,FinTech,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,Oaks Asset Management,4500000.0,Seed,2020
Railofy,Mumbai,Transportation,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,"Roots Ventures, Better Capital",5000000.0,Seed,2020
Finova Capital,Jaipur,FinTech,Finova Capital is a non-banking financial company.,"Sequoia Capital India, Faering Capital",55000000.0,Seed,2020
Teachmint,Bengaluru,EdTech,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,Lightspeed India,3500000.0,Seed,2020
Peel-Works,Mumbai,E-commerce,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,"CESC Ventures, Brun Raschle",3000000.0,Seed,2020
Janani,Bengaluru,Fertility tech,Janani aims to make the process of infertility treatment and assisted fertilisation easier,9Unicorns,200000.0,Pre-seed,2020
Credgenics,Gurugram,FinTech,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Accel, Sunder Nookala",3300000.0,Seed,2020
Finelistings,Delhi,Luxury car startup,A Used Luxury Car Marketplace,Justdial,3000000.0,Seed,2020
Wellversed,Delhi,Healthcare,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,"KLUB Works, Shankar Narayanan",3000000.0,Pre-series A,2020
Nykaa,Mumbai,Cosmetics,Nykaa is an online marketplace for different beauty and wellness products.,"Alia Bhatt, Katrina Kaif",3000000.0,Seed,2020
Jumbotail,Bengaluru,E-commerce,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",Nexus Venture Partners and 23 High Networth Individuals (HNIs),11000000.0,Series B2,2020
Winzo,Delhi,Gaming startup,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,"Makers Fund, Courtside Ventures",2000000.0,Seed,2020
FreshtoHome,Bengaluru,E-commerce,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,"Ascent Capital, Iron Pillar",121000000.0,Series C,2020
InnAccel,Bengaluru,Medtech,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",Mount Judi Ventures,1500000.0,Pre-series A,2020
Nykaa,Mumbai,Cosmetics,Nykaa is an online marketplace for different beauty and wellness products.,"Alia Bhatt, Katrina Kaif",3000000.0,Seed,2020
Plum,Bengaluru,HealthTech,High quality health insurance and health benefits,"Surge, Tanglin Venture Partners",4100000.0,Seed,2020
Delhivery,Gurgaon,E-commerce,Delhivery is a supply chain services company that provides products and services to build trust and improve the lives of consumers.,"Steadview Capital, Canada Pension Plan Investment Board",3000000.0,Seed,2020
Arya,Noida,AgriTech,"""Simplifying Agribusiness"" Throughout Agri-Supply chain, FPO Market Linkages, Market Research, Implementation",Quona Capital,21000000.0,Series B,2020
Pickrr,Delhi,Logistics,Pickrr is an on-demand first mile logistics company,Swastika,4000000.0,Seed,2020
PhonePe,Andheri,FinTech,PhonePe is a mobile payment application that enables users to transfer money instantly.,"Flipkart, Walmart",20000000.0,Seed,2020
Countingwell,Bengaluru,EdTech,"An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time.","Delhi Private School, UAE, Interstar",1000000.0,Pre-series A,2020
Callify.ai,Mumbai,Tech Startup,Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.,Malpani Ventures,560000.0,Seed,2020
